id,title,website,opt_out_url,opt_out_guide_url,opt_out_guide_video_url,email,phone,address,description,country,type,privacy_score,average_removal_days,shows_family_names,optery_support_tier,is_expanded_reach
21345,NorthCarolinaCourtRecords.us,https://northcarolinacourtrecords.us/,https://northcarolinacourtrecords.us/optout/,,,privacy@courtrecords.us,,,,United States,People Search Site,7,4,Yes,Extended,False
21031,NorthCarolinaPublicRecords.org,http://northcarolinapublicrecords.org,https://www.truthfinder.com/opt-out/v2/submit/,,,,,,,United States,People Search Site,4,14,,Ultimate,False
21346,NorthDakotaCourtRecords.us,https://northdakotacourtrecords.us/,https://northdakotacourtrecords.us/optout/,,,privacy@courtrecords.us,,,,United States,People Search Site,7,4,Yes,Extended,False
21434,NotariesCalifornia.com,http://notariescalifornia.com/,http://www.notariescalifornia.com/about,,,contact@licensedata.org,,,,United States,People Search Site,4,10,,Core,False
21434,NotariesCalifornia.com,http://notariescalifornia.com/,http://www.notariescalifornia.com/about,,,contact@licensedata.org,,,,United States,People Search Site,4,10,,Core,False
20534,Novalist,https://www.novalist.com/,,,,info@novalist.com,,,,United States,Marketing,0,0,,Core,True
18581,NumLookup,https://www.numlookup.com/,https://www.numlookup.com/opt_out,,,hello@numlookup.com,,,,ALL,People Search Site,6,45,Yes,Core,False
21445,NumberGuru,https://www.numberguru.com/,https://www.beenverified.com/app/optout/search,https://www.optery.com/numberguru-how-to-opt-out-of-numberguru-step-by-step-instructions/,,support@numberguru.com,,,"NumberGuru is owned by BeenVerified, a large data broker site. NumberGuru operates as a separate service with a distinct focus on reverse phone lookups. Both companies may use similar data sources and technologies to provide personal data for their services. It’s important to note that data brokers like NumberGuru often collect and sell personal information to third-party marketers, advertisers, and other entities. Users of sites like NumberGuru may not be aware that their personal information is being shared or sold without their consent. It’s always a good idea to review a data broker’s privacy policy and terms of service before using their services or providing any personal information.",United States,People Search Site,7,5,,Extended,False
17295,Nuwber,https://nuwber.com/,https://nuwber.com/removal/link,https://www.optery.com/nuwber-how-to-opt-out-and-remove-yourself-from-nuwber-step-by-step-instructions/,https://www.youtube.com/watch?v=q3pKr9EOTEQ,support@nuwber.com,,,"Nuwber is a people search site that provides easy access to your personal information through publicly available records. A simple search using a name, address or phone number on Nuwber will provide email addresses, phone numbers, bankruptcy information, liens, professional licenses, full names and aliases, date of birth, address and property history, financial information, as well as judgements and criminal records.",United States,People Search Site,8,15,Yes,Ultimate,False
20526,OAN,https://www.oan.pl/,,,,privacy@oan.pl,,,,ALL,Marketing,0,0,,Core,True
21103,OfficialUSA,http://www.officialusa.com,https://www.officialusa.com/opt-out/,,,support@officialusa.com,,,"The OfficialUSA is a data broker that collects and sells information about consumers. This information can include personal details like name, addresses, email, phone number, purchase history, credit score, and other financial information. This company has been the subject of several complaints from consumers who say that they did not give OfficialUSA permission to collect and sell their information. If you are concerned about online privacy, Optery can help you scan and remove your exposed private information from over 200 data broker sites like OfficialUSA. You can sign up for a free Exposure Scan or upgrade to one of our paid subscriptions and let our expert Privacy Agents help you with your removals.",United States,People Search Site,4,2,Yes,Extended,False
22224,Ofsearch,https://ofsearch.org/,https://ofsearch.org/control/privacy,,,contactus@ofsearch.org,,,,United States,People Search Site,5,45,Yes,Ultimate,False
16841,Ohio Arrests,https://www.ohioarrests.org/,https://infotracer.com/optout/,,,privacy@infotracer.com,,,,United States,People Search Site,4,7,Yes,Extended,False
21104,Ohio Residents,https://www.ohioresidentdatabase.com/,https://www.ohioresidentdatabase.com/opt-out,https://www.optery.com/ohioresidents-how-to-opt-out-of-ohio-residents-step-by-step-instructions/,,,,,"OhioResidents is a website that provides access to the public records of individuals who live in the State of Ohio. These records include home addresses, phone numbers, political party affiliation, voting records, criminal records, net worth, and more. The site is intended to help people find the information they need about Ohio residents, but, the detailed personal information provided on the site can also be used by identity thieves. The information on the site is not verified and can be inaccurate. Concerned about online privacy? Optery offers scan and removal services for your exposed private information. We cover more than 200 data broker sites where you can find your information exposed. You can sign up for a free Exposure Scan and receive tools you can use to remove your information, or you can upgrade to one of our paid subscription and let our Opt Out Agents help you with the removals. If you are an Ohio resident and do not want your personal information exposed on the OhioResidents site, follow the Step-by-Step instructions on How to Opt Out of OhioResidents below.",United States,People Search Site,4,4,Yes,Ultimate,False
21332,OhioCourtRecords.us,https://ohiocourtrecords.us/,https://ohiocourtrecords.us/optout/,,,privacy@courtrecords.us,,,,United States,People Search Site,7,4,Yes,Extended,False
16838,Oklahoma Arrests,https://www.oklahomaarrests.org/,https://infotracer.com/optout/,,,privacy@infotracer.com,,,,United States,People Search Site,4,7,Yes,Extended,False
21331,OklahomaCourtRecords.us,https://oklahomacourtrecords.us/,https://oklahomacourtrecords.us/optout/,,,privacy@courtrecords.us,,,,United States,People Search Site,7,4,Yes,Extended,False
21358,OldPhoneBook,https://www.oldphonebook.com/,,,,lookupuk@gmail.com,,,,United States,People Search Site,2,90,No,Core,False
20977,OnCore Leads,https://oncoreleads.com,https://oncoreleads.com/do_not_sell/,,,leads@oncoreleads.com,,,,United States,B2B Lead Generation,7,30,,Core,True
20528,OneMata,https://www.onemata.com/,,,,privacy@onemata.com,,,,United States,Marketing,0,0,,Core,True
20530,OneModel,https://www.onemodel.co/,,,,privacy@onemodel.co,,,,"Australia,Belgium,Bulgaria,Croatia,Cyprus,Denmark,Estonia,Finland,France,Germany,Hungary,Ireland,Italy,Latvia,Luxembourg,Malta,Netherlands,Austria,Czech Republic,Greece,Lithuania,Poland,Portugal,Romania,Slovakia,Slovenia,Spain,Sweden,United Kingdom,United States",Marketing,0,0,,Core,True
18608,OpenPeopleSearch,https://openpeoplesearch.com/,https://openpeoplesearch.com/Consumer,https://www.optery.com/openpeoplesearch-how-to-opt-out-of-openpeoplesearch-step-by-step-instructions/,,info@openpeoplesearch.com,,,"OpenPeopleSearch is a data broker providing the full names, birthdates, home addresses, email addresses, phone numbers and phone types, occupations, name of employers and many other personal details of individuals residing in all 50 states. OpenPeopleSearch uses 5700 local, state and federal government agencies as data sources. Combined, the OpenPeopleSearch data sources contain over 3.5 billion records.",United States,People Search Site,8,30,No,Core,False
21442,OpenPublicRecords,https://www.open-public-records.com/,https://www.open-public-records.com/records_removal.htm,,,,,,"Open-Public-Records.com is a search engine that displays people’s social media accounts, photos, phone numbers, addresses, email addresses and court records just by initiating a simple search on their first and last name.",United States,People Search Site,7,5,Yes,Extended,False
20525,Optimal Fusion,http://www.optimalfusion.com/,https://optimalfusion.com/do-not-sell-my-personal-information/,,,dataprotectionofficer@optimalfusion.com,,,,ALL,Marketing,6,45,No,Extended,False
16846,Oregon Arrests,https://www.oregonarrest.org/,https://infotracer.com/optout/,,,privacy@infotracer.com,,,,United States,People Search Site,4,7,Yes,Extended,False
21334,OregonCourtRecords.us,https://oregoncourtrecords.us/,https://oregoncourtrecords.us/optout/,,,privacy@courtrecords.us,,,,United States,People Search Site,7,4,Yes,Extended,False
21109,OregonPublicRecords.org,https://oregonpublicrecords.org/,,,,,,,,United States,People Search Site,6,3,,Ultimate,False
20524,Outbrain,https://www.outbrain.com/,,,,privacy@outbrain.com,,,,"Belgium,Bulgaria,Croatia,Cyprus,Denmark,Estonia,Finland,France,Germany,Hungary,Ireland,Italy,Latvia,Malta,Netherlands,Iceland,Austria,Czech Republic,Greece,Lithuania,Poland,Portugal,Romania,Slovakia,Slovenia,Spain,Sweden,United Kingdom,Liechtenstein,Norway,United States",Marketing,0,0,,Core,True
20523,Outward Media,https://outwardmedia.com/,,,,privacy@outwardmedia.com,,,,United States,B2B Lead Generation,0,0,,Core,False
21396,Ownerly,https://www.ownerly.com/,https://www.beenverified.com/svc/optout/search/comprehensive_optouts,,,privacy@ownerly.com,,,"Ownerly.com is an online marketplace for people to buy and sell their unwanted household items. When you create an account on Ownerly.com, you provide personal information; your name, address, phone number, and email address. They also collect other information like your IP address and cookies. A disadvantage of having your personal information on Ownerly.com is you are at risk of being a victim of identity theft and cyber attacks. It’s important to be aware of the risks of sharing too much personal information online, and to take steps to protect yourself. If you are concerned about your online privacy, Optery helps you scan and remove your exposed private information. We cover more than 200 sites and other websites where you can find your personal information exposed. You can sign up for a free Exposure Scan and tools you can use to remove your information, or you can upgrade to one of our paid subscriptions and let our Opt Out Agents help you with the removals.",United States,People Search Site,7,30,No,Extended,False
20520,PBI Research,https://www.pbinfo.com/,,,,CCPARequests@pbinfo.com,,,,United States,Marketing,0,0,,Core,True
20517,PLEXUSS,https://plexuss.com/,,,,compliance@plexuss.com,,,,United States,Marketing,0,0,,Core,True
18580,PROFILE.SYSTEMS,https://profile.systems/,,,,,,,,United States,People Search Site,4,7,,Core,False
21379,PacificEast,https://www.pacificeast.com/,https://www.pacificeast.com/contact-us-privacy/,,,privacy@pacificeast.com,,,,United States,Marketing,8,45,,Core,False
20690,Parade Pet,https://parade.pet/,,,,hello@goodboystudios.com,,,,United States,Marketing,0,0,,Core,True
20522,Paramount Direct Marketing,https://www.paramountdirectmarketing.com/,,,,ccpa@paramountdirectmarketing.com,,,,United States,Marketing,0,0,,Core,True
20846,Path2Response,https://path2response.com/,,,,agents@path2response.com,,,,United States,Marketing,0,0,,Core,True
16839,Pennsylvania Arrests,https://www.pennsylvaniaarrests.org/,https://infotracer.com/optout/,,,privacy@infotracer.com,,,,United States,People Search Site,4,7,Yes,Extended,False
21339,PennsylvaniaCourtRecords.us,https://pennsylvaniacourtrecords.us/,https://pennsylvaniacourtrecords.us/optout/,,,privacy@courtrecords.us,,,,United States,People Search Site,7,4,Yes,Extended,False
21155,People Search Expert,https://www.peoplesearchexpert.com/,,https://www.optery.com/people-search-expert-how-to-opt-out-of-people-search-expert-step-by-step-instructions/,,,,,"People Search Expert is a data broker that collects personal information from over 70 million public records of US residents and sells it to third party businesses and organizations. The information they expose includes people’s complete names, addresses, phone numbers, emails, social media accounts. date of birth, relatives, and more. If you are concerned about your online privacy and security, Optery helps you scan and remove your exposed private information from sites like People Search Expert. We cover more than 200 sites where personal information is exposed. You can sign up for a free Exposure Scan and tools you can use to remove your information, or you can upgrade to one of our paid subscriptions and let our Opt out Agents help you with the removals.",United States,People Search Site,5,2,Yes,Ultimate,False
21194,People-Search.org,https://www.people-search.org/,,https://www.optery.com/people-search-org-how-to-opt-out-of-people-search-org-step-by-step-instructions/,,support@peoplesearch.org,,,"People-Search.org is a website that collects personal information by scanning billions of public records that include voting records, arrest records, criminal records, and marriage and divorce information. Performing a search will reveal phone numbers, previous addresses, aliases, age and date of birth, and family members. If you are concerned about online privacy and security, Optery helps you scan and remove your exposed private information from sites like People-Search.org. You can sign up for a free Exposure Scan and tools you can use to remove your information, or you can upgrade to one of our paid subscriptions and let our Opt Out Agents help you with the removals.",United States,People Search Site,1,300,Yes,Ultimate,False
21220,PeopleBackgroundCheck,https://people-background-check.com/,https://people-background-check.com/ng/control/privacy,https://www.optery.com/peoplebackgroundcheck-how-to-opt-out-and-remove-yourself-from-people-background-check-step-by-step-instructions/,,unlist-request@people-background-check.com,,,"PeopleBackgroundCheck is a public records background check service website. Phone numbers, address history, property records, names of relatives, bankruptcies, criminal history, date of birth, death records, full names and aliases, liens, divorce and marriage records, and professional history are sourced from over 800 million records on 300 million people. Anyone can search on the PeopleBackgroundCheck for an individual and see detailed personal information about them.",United States,People Search Site,6,5,Yes,Ultimate,False
21409,PeopleByName,http://www.peoplebyname.com/,http://www.peoplebyname.com/remove.php,,,support@peoplebyname.com,,,"PeopleByName is a provider of reverse phone number lookup services in the US and Canada. With over a billion records in its database, it can provide you with a full report on almost any phone number. The information that’s associated with the phone number includes its full name, address, and history. With the amount of sensitive information they share online, it is obvious that this information is exposed to possibilities of fraud and cybercrimes. For this reason, it is crucial that we limit the amount of data that is publicly available online in order to reduce the risk of privacy abuses.",United States,People Search Site,4,20,Yes,Core,False
21054,PeopleDataLabs,https://www.peopledatalabs.com/,https://www.peopledatalabs.com/do-not-sell-or-share,,,optout-request-optery@privacy-auto.pdlnotices.com,,,,ALL,B2B Lead Generation,8,30,No,Extended,False
21088,PeopleFind.com,https://www.peoplefind.com/,https://www.intelius.com/privacy-center,,,,,,,United States,People Search Site,7,14,Yes,Ultimate,False
21223,PeopleFinder,https://www.peoplefinder.com/,https://suppression.peopleconnect.us/login,,,support@mailer.intelius.com,,,,United States,People Search Site,7,5,Yes,Ultimate,False
18328,PeopleFinders,https://www.peoplefinders.com/,https://www.peoplefinders.com/opt-out,https://www.optery.com/peoplefinders-how-to-opt-out-of-peoplefinders-step-by-step-instructions/,,,,,"PeopleFinders is a website with a people search engine able to access over 120 billion US public records. Detailed contact information, background information, names of relatives, age, criminal records, and more can be obtained by searching with a name, phone number, email address or physical address.",United States,People Search Site,2,30,Yes,Ultimate,False
21424,PeopleLooker,https://www.peoplelooker.com/,https://www.peoplelooker.com/app/optout/form,https://www.optery.com/peoplelooker-how-to-opt-out-and-remove-yourself-from-peoplelooker-step-by-step-instructions/,https://www.youtube.com/watch?v=lka_YaSaAaw,support@peoplelooker.com,,,"PeopleLooker is a data broker site that has access to millions of public records. Searches using names, email addresses, physical addresses, and phone numbers can be done to obtain names of relatives, photos, education, death records, traffic tickets, job information, contact information, social media profiles and usernames, criminal records and other personal information.",United States,People Search Site,7,5,Yes,Extended,False
21072,PeopleSearch,https://peoplesearch.com/,https://www.whitepages.com/privacy/ccpa,,,support@whitepages.com,,,,United States,People Search Site,4,7,Yes,Ultimate,False
18623,PeopleSearch123,https://www.peoplesearch123.com/,https://www.peoplesearch123.com/optOut/name/landing,https://www.optery.com/peoplesearch123-how-to-opt-out-of-peoplesearch123-step-by-step-instructions/,https://www.youtube.com/watch?v=NoOUk9nWizo,support@peoplesearch123.com,,,"PeopleSearch123 is a data broker that provides detailed personal information about individuals. PeopleSearch123 collects personal data from sources like public records, social media accounts and online directories. Over 20 million searches were performed on their site in one year. Entering the first and last name and the state someone lives in will initiate a search on the PeopleSearch123 site. Search results will display a report containing the following: phone number with carrier information, past phone numbers, email address, current address with location on a map, criminal record report. A life events chart indicating date of birth, schools attended, dates of home purchases, date of marriage, date of divorce, date of death. Financial records, career records, information about household members, income information, social media accounts, social media photos, names of relatives and their contact information, names of neighbors and their addresses, and more.",United States,People Search Site,7,45,Yes,Core,False
21238,PeopleSearchNow,https://www.peoplesearchnow.com/,https://www.peoplesearchnow.com/opt-out,https://www.optery.com/peoplesearchnow-how-to-opt-out-of-peoplesearchnow-step-by-step-instructions/,,support@peoplesearchnow.zendesk.com,,,"PeopleSearchNow is a data broker that allows users to find information about hundreds of millions of people in the United States. PeopleSearchNow will provide you with the detailed personal information of individuals with just a small amount of contact information. You can search using a just a name, phone number or address. If you are concerned that your personal information is on sites like PeopleSearchNow, Optery can scan and remove your exposed private information from PeopleSearchNow and over 200 other data broker sites. You can sign up for a free Exposure Scan or upgrade to one of our paid subscription and let our expert Privacy Agents help you with the removals.",United States,People Search Site,3,10,No,Ultimate,False
18622,PeopleSearchUSA,https://www.peoplesearchusa.org/,https://www.peoplesearchusa.org/optOut/name/landing,,,support@peoplesearchUSA.org,,,,United States,People Search Site,7,45,Yes,Core,False
18625,PeopleSearcher,https://www.peoplesearcher.com/,https://www.peoplesearcher.com/optOut/name/landing,https://www.optery.com/peoplesearcher-how-to-opt-out-of-peoplesearcher-step-by-step-instructions-2/,,support@peoplesearcher.com,,,"PeopleSearcher is a background check company that searches public records from multiple sources to create an accurate, comprehensive report on almost anyone in the USA. Information like home addresses, previous addresses, phone numbers. contact information, names of relatives, criminal records, social media profiles, photos, bankruptcies, marriage records, death records and more can be easily accessed with a simple search on PeopleSearcher.com.",United States,People Search Site,7,45,Yes,Core,False
21444,PeopleSmart,https://www.peoplesmart.com/,https://www.peoplesmart.com/app/optout/search,https://www.optery.com/peoplesmart-how-to-opt-out-of-peoplesmart-step-by-step-instructions/,,privacy@peoplesmart.com,,,"PeopleSmart is a company that provides access to public records and personal information. In 2014, PeopleSmart was acquired by BeenVerified, and the two companies now operate under the BeenVerified brand. To protect yourself from data brokers like PeopleSmart.com, you can sign up with Optery for a free Exposure Scan or upgrade to one of our paid subscriptions and let our expert Privacy Agents help you with your removals.",United States,People Search Site,7,5,No,Extended,False
21431,PeopleWhiz.com,https://www.peoplewhiz.com/,https://www.peoplewhiz.com/optout,https://www.optery.com/peoplewhiz-how-to-opt-out-of-peoplewhiz/,,support@peoplewhiz.com,,,"PeopleWhiz is an online people search data broker. PeopleWhiz accesses millions of public records in order to provide complete background checks on people. Anyone can browse personal records of individuals and find out their home address, names of relatives, criminal and court records, assets, phone numbers, social media profiles and more. Remove your personal information from PeopleWhiz by following the Step-by-Step Instructions on How to Opt Out of PeopleWhiz below.",United States,People Search Site,4,5,Yes,Core,False
18605,PeopleWin,https://peoplewin.com/,https://peoplewin.com/privacy/control,,,,,,,United States,People Search Site,4,10,Yes,Core,False
20519,PeoplefindersDaaS,https://www.peoplefindersdaas.com/,,,,privacy@peoplefindersdaas.com,,,,United States,Marketing,0,0,,Core,True
20519,PeoplefindersDaaS,https://www.peoplefindersdaas.com/,,,,privacy@peoplefindersdaas.com,,,,United States,Marketing,0,0,,Core,True
20741,Persistent.id,https://persistent.id/,,,,info@Persistent.id,,,,United States,Marketing,0,0,,Core,True
18618,PersonSearchers,https://www.personsearchers.com/,https://www.personsearchers.com/optOut/name/landing,,,support@personsearchers.com,,,,United States,People Search Site,4,7,,Core,False
21086,PersonTrust.com,https://persontrust.com/,https://persontrust.com/ng/control/privacy,,,support@persontrust.com,,,,United States,People Search Site,4,7,Yes,Ultimate,False
21184,Persopo.com,http://persopo.com,http://info.persopo.com/opt-out.html,https://www.optery.com/persopo-how-to-opt-out-of-persopo-step-by-step-instructions/,,privacy@persopo.com,,,"Persopo is a people search engine that aggregates public data to provide information on people. You will find peoples’ names, addresses, phone numbers, email addresses, and social media profiles. According to the Persopo website, you can find old friends, classmates, family members, and business associates. Unfortunately, people look up sites can also be used for abuse, identity theft, and spam. If you’d like to remove your personal information from Persopo, read on.",United States,People Search Site,1,300,Yes,Ultimate,False
21438,PhoneBooks.com,https://www.phonebooks.com/,https://www.phonebooks.com/opt-out,,,support@phonebooks.com,,,,United States,People Search Site,4,10,No,Ultimate,False
21338,PhoneNumberInfo.us,https://phonenumberinfo.us/,https://phonenumberinfo.us/contact.php,,,info@phonenumberinfo.us,,,,United States,People Search Site,6,45,Yes,Extended,False
21338,PhoneNumberInfo.us,https://phonenumberinfo.us/,https://phonenumberinfo.us/contact.php,,,info@phonenumberinfo.us,,,,United States,People Search Site,6,45,Yes,Extended,False
18575,PhoneNumbers.org,http://phonenumbers.org,https://phonenumbers.org/optout/,https://www.optery.com/phone-numbers-org-how-to-opt-out-of-phone-numbers-org-step-by-step-instructions/,,privacy@privacy.phonenumbers.org,,,"PhoneNumbers.org provides phone number searches. Users can enter a phone number and find out the name and location of the person the phone number belongs to. Additional details like the type of phone the number is associated with, the name of the phone carrier, addresses, email address, criminal records, business affiliations, financial records and other personal information may appear in the phone number search results.",United States,Phone Directory,6,30,No,Ultimate,False
21393,Pipl,https://pipl.com/,https://pipl.com/personal-information-removal-request,,,privacy@pipl.com,,,,ALL,B2B Lead Generation,6,45,No,Core,False
20845,PitchBook,https://www.pitchbook.com,,,,privacyenquiries@morningstar.com,,,,United States,Marketing,0,0,,Core,True
20844,Pop Acta,https://popacta.com/,,,,contact@popacta.com,,,,United States,Marketing,0,0,,Core,True
20516,PossibleNOW,https://www.possiblenow.com/,,,,privacy@possiblenow.com,,,,United States,Marketing,0,0,,Core,True
20840,PostPilot,https://www.postpilot.com/,,,,privacy@postpilot.com,,,,United States,Marketing,0,0,,Core,True
21378,Postie,https://postie.com/,https://optout.postie.com/,,,info@postie.com,,,"Postie.com is a direct mail marketing website. The service it offers uses data gathered from third-party companies to make direct-mail marketing easier. Data used from third parties includes mailing addresses, sex/gender, marital status, military history, household attributes, spending habits and interests, and other demographic-based information.",United States,Marketing,8,45,,Core,False
20847,Precisely,https://www.precisely.com/,https://privacyportal-eu.onetrust.com/webform/d88b298e-1f7e-420f-949c-fedc475c1e77/afa5d3a0-dd94-44d6-9176-3d2000f91b6a,,,privacy@precisely.com,,,,"Brazil,China,South Korea,Belgium,Bulgaria,Croatia,Cyprus,Denmark,Estonia,Finland,France,Germany,Hungary,Ireland,Italy,Latvia,Luxembourg,Malta,Netherlands,Iceland,Canada,Austria,Czech Republic,Greece,Lithuania,Poland,Portugal,Romania,Slovakia,Slovenia,Spain,Sweden,United Kingdom,Liechtenstein,Norway,United States",B2B Lead Generation,7,45,No,Core,False
20842,PrivCo,https://www.privco.com/,,,,privacy@privco.com,,,,United States,Marketing,0,0,,Core,True
21228,PrivateEye,https://www.privateeye.com/,https://www.privateeye.com/removal,https://www.optery.com/privateeye-how-to-opt-out-of-privateeye-step-by-step-instructions/,,support@privateeye.com,,,"PrivateEye.com is a website specializing in locating people and their personal information. The website can access millions of public records aiding in the search for vital records like birth, death and marriage certificates as well as addresses, phone numbers and criminal records.",United States,People Search Site,6,1,Yes,Ultimate,False
21154,PrivateNumberChecker.com,https://www.privatenumberchecker.com/,https://www.privatenumberchecker.com/removal-request/,https://www.optery.com/privatenumberchecker-how-to-opt-out-of-privatenumberchecker-step-by-step-instructions/,,support@privatenumberchecker.com,,,,United States,People Search Site,1,300,Yes,Extended,False
21420,PrivateRecords,http://privaterecords.net,https://www.privaterecords.net/optOut/name/landing,,,support@privaterecords.net,,,"Private Records is a provider of public records information. Founded in 2020, its team of data scientists and engineers has extensive experience in providing secure and accurate records to its users. This data broker utilizes over 12 billion records from different sources to produce a comprehensive report that’s accurate and complete. These reports primarily include contact information, address, and family history. However, these data could go so far as court records, marriage\/divorce statuses, and even social and dating profiles. With the amount of sensitive data they provide and sell online, we can easily infer that this leaves us unguarded from fraudsters and identity thieves. Because of this, it’s crucial to restrict the quantity of information we make public online in order to lessen the likelihood of privacy violations.",United States,People Search Site,4,1,Yes,Core,False
18621,PrivateReports,https://www.privatereports.com/,https://www.privatereports.com/optOut/name/landing,,,support@privatereports.com,,,,United States,People Search Site,7,45,Yes,Core,False
18582,PropertyIQ,https://www.propertyiq.com/,https://www.propertyiq.com/opt-out/address-search,,,support@propertyiq.com,,,,United States,Profile Data Broker,6,30,No,Core,False
20837,PropertyRadar,https://www.propertyradar.com/,,,,privacy@propertyradar.com,,,,United States,Marketing,0,0,,Core,True
20843,PropertyReach,https://www.propertyreach.com,https://www.propertyreach.com/privacy-rights,,,compliance@propertyreach.com,,,,United States,Marketing,9,15,No,Extended,False
22207,PropertyRecord.com,https://www.propertyrecord.com/,https://dashboard.propertyrecord.com/opt-out,,,andy@Propertyrecord.com,,,,United States,People Search Site,8,3,Yes,Core,False
21374,PropertyRecs,https://www.propertyrecs.com/,https://dashboard.propertyrecs.com/opt-out,,,privacy@propertyrecs.com,,,,United States,Profile Data Broker,8,30,Yes,Core,False
21168,Pub360.com,https://pub360.com/,https://pub360.com/control/privacy,https://www.optery.com/pub360-how-to-opt-out-of-pub360-step-by-step-instructions/,,removals@pub360.com,,,"Pub360.com is a data broker that gives consumers access to a variety of personal information about individuals. Information like phone numbers, residential addresses, social media accounts, civil court records and more. This information is sold to third-party companies and used for services like lead generation, data enhancement, and email marketing. If you have concerns about privacy and security, Optery helps you scan and remove your exposed private information from more than 200 data broker sites. You can sign up for a free Exposure Scan and tools you can use to remove your information, or you can upgrade to one of our paid subscription s and let our Opt Out Agents help you with the removals.",United States,People Search Site,6,5,Yes,Ultimate,False
21183,Public Data Check,https://www.publicdatacheck.com/,https://www.publicdatacheck.com/help-center/privacy-requests,https://www.optery.com/public-data-check-how-to-opt-out-of-public-data-check-step-by-step-instructions/,https://www.youtube.com/watch?v=x9Eu_qsk1_k,support@publicdatacheck.com,,,"Public Data Check is a people search site that provides up to date personal information about individuals like you. Using 500 million phone records, 160 million property records, and 350 million public records, very detailed profiles containing information like weapons permits, social media status, voter registration, vehicle licenses, foreclosures and evictions, financial history, criminal records, relationship status, names of associates, relatives and neighbors, phone number, address, and email address. Public Data Check makes it very simple for users to locate your personal information -personal information that could be used for identity theft.",United States,People Search Site,4,3,Yes,Extended,False
21179,Public Information Services,https://www.publicinfoservices.com/,https://www.publicinfoservices.com/help-center/privacy-requests,https://www.optery.com/public-information-services-how-to-opt-out-of-public-information-services-step-by-step-instructions/,https://www.youtube.com/watch?v=mqghFpN2gF8,support@publicinfoservices.com,,,"Public Information Services is a website that accesses millions of public records databases and consumer records with a simple search using a person’s first and last name. The site provides detailed reports containing up to date information that can include an individual’s personal address and residential history, mobile phone numbers, email addresses, criminal records, financial history, licenses and permits, career information, and more.",United States,People Search Site,4,10,Yes,Extended,False
21034,Public Libraries,https://publiclibraries.com/,https://www.truthfinder.com/opt-out/v2/submit/,,,netadmin@publiclibraries.com,,,,United States,People Search Site,4,14,,Ultimate,False
21053,Public Record Reports,https://www.publicrecordreports.com/,https://www.publicrecordreports.com/help-center/privacy-requests,,,support@publicrecordreports.com,,,,United States,People Search Site,4,7,Yes,Extended,False
21218,PublicDataUSA,https://publicdatausa.com/,https://publicdatausa.com/remove.php,,,support@usa-official.com,,,"PublicDataUSA is a data broker that exposes your personal data by accessing millions of public data records like the small business administration, the federal elections commission, online government data received through the Freedom of Information Act, and even third party data brokers. You can search for people and find out their campaign contributions, personal information like home address and relatives, religion, ethnicity, vehicle sales records, school classmates, property records, and much more. To help you keep your identity secure, Optery created Step-by-Step instructions on How to Opt Out of PublicDataUSA. You can sign up for a free Exposure Scan and receive tools you can use to remove your information, or you can upgrade to one of Optery’s paid subscriptions and let our Opt out Agents help you with the removals.",United States,People Search Site,4,5,Yes,Extended,False
21110,PublicRecordCenter.com,https://www.publicrecordcenter.com/,https://www.publicrecordcenter.com/remove.html,,,,,,,United States,People Search Site,6,3,,Ultimate,False
21217,PublicRecords.com,https://publicrecords.com/,https://suppression.peopleconnect.us/login,,,support@mailer.intelius.com,,,,United States,People Search Site,7,5,Yes,Ultimate,False
21111,PublicRecordsCenter,http://publicrecordscenter.org/,,,,,,,,United States,People Search Site,6,3,,Ultimate,False
21113,PublicRecordsReviews,https://www.publicrecordsreviews.com/,,,,,,,,United States,People Search Site,0,0,,Ultimate,False
18607,PublicSearcher,https://www.publicsearcher.com/,https://www.publicsearcher.com/optOut/name/landing,https://www.optery.com/publicsearcher-how-to-opt-out-of-publicsearcher-step-by-step-instructions/,,support@publicsearcher.com,,,"PublicSearcher is a people search site that shows personal details like full name, age, relatives' names, current and past addresses, phone numbers, marriage and divorce records, education history, bankruptcies, criminal records, neighbors' names, and social media statuses.",United States,People Search Site,4,7,Yes,Core,False
21105,PublicsRecords,http://publicsrecords.com/,,,,,,,,United States,People Search Site,6,3,,Ultimate,False
20834,PulsePoint,https://www.pulsepoint.com/,https://mynt-test-privacy.my.onetrust.com/webform/ebe19500-bc8d-487f-9d89-98fde8b270e2/bac5d2a2-fd3e-4830-99b6-bd2a69fec1c9,,,privacy@pulsepoint.com,,,,ALL,Marketing,7,45,No,Core,True
20835,PwC,https://www.pwc.com/us/en.html,,,,US_Privacy_Office@pwc.com,,,,United States,Marketing,0,0,,Core,True
20831,Quad,https://www.quad.com/,,,,Compliancedept@quad.com,,,,United States,Marketing,0,0,,Core,True
20500,Qualcomm,https://www.qualcomm.com/,,,,privacy@qualcomm.com,,,,United States,Marketing,0,0,,Core,True
20830,Qualfon,https://qualfon.com/,https://ccpa.qualfon.com/deletionrequest,,,consumerprivacy@qualfon.com,,,,United States,Marketing,7,90,No,Ultimate,False
21214,Quick People Trace,https://www.quickpeopletrace.com/,,,,clients@quickpeopletrace.com,,,,United States,People Search Site,6,5,Yes,Ultimate,False
